"","police_call_crime","police_call_address_display","police_call_date","block","street","address","longitude","latitude"
"9727","Larceny","700  James St","4/28/2015",700,"JAMES ST","700  JAMES ST ",-76.1431198683861,43.0549978910387
"9728","Larceny","100  Oakland St","4/28/2015",100,"OAKLAND ST","100  OAKLAND ST ",-76.1419590193234,43.0339148156368
"9729","Larceny","700  Ostrom Av","4/28/2015",700,"OSTROM AVE","700  OSTROM AV ",-76.1284587518981,43.0393561910923
"9731","Larceny","2000  Court St","4/28/2015",2000,"COURT ST","2000  COURT ST ",-76.1421077603049,43.0807180041387
"9732","Robbery","1000  N Salina St","4/28/2015",1000,"N SALINA ST","1000  N SALINA ST ",-76.1560405570893,43.0641697495915
"9733","Robbery","1600  South Av","4/28/2015",1600,"SOUTH AVE","1600  SOUTH AV ",-76.1592982165978,43.0218375570858
"9734","Vehicle theft","200  E Warrington Rd","4/28/2015",200,"E WARRINGTON RD","200  E WARRINGTON RD ",-76.1401451615665,42.9944312558063
"9735","Vehicle theft","200  Beattie St","4/28/2015",200,"BEATTIE ST","200  BEATTIE ST ",-76.1084283198529,43.0507398001899
"9736","Aggravated assault","500  University Av","4/27/2015",500,"UNIVERSITY AVE","500  UNIVERSITY AV ",-76.134362476362,43.045346015456
"9738","Burglary","300  Bruce St","4/27/2015",300,"BRUCE ST","300  BRUCE ST ",-76.1116081477862,43.0482440196146
"9739","Burglary","400  Woodruff Av","4/27/2015",400,"WOODRUFF AVE","400  WOODRUFF AV ",-76.1380636468221,43.0723295114772
"9740","Burglary","100  Weiser Ct","4/27/2015",100,"WEISER CT","100  WEISER CT ",-76.1448583310959,43.0427453530301
"9741","Larceny","2500  Erie Blvd E","4/27/2015",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"9742","Larceny","2500  Erie Blvd E","4/27/2015",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"9743","Larceny","700  James St","4/27/2015",700,"JAMES ST","700  JAMES ST ",-76.1431198683861,43.0549978910387
"9745","Larceny","1900  E Fayette St","4/27/2015",1900,"E FAYETTE ST","1900  E FAYETTE ST ",-76.1171132739707,43.0482442617361
"9746","Larceny","700  James St","4/27/2015",700,"JAMES ST","700  JAMES ST ",-76.1431198683861,43.0549978910387
"9747","Larceny","100  Marshall St","4/27/2015",100,"MARSHALL ST","100  MARSHALL ST ",-76.1366647391368,43.0416158113748
"9748","Larceny","0  Destiny Usa Dr","4/27/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9749","Larceny","200  Ulster St","4/27/2015",200,"ULSTER ST","200  ULSTER ST ",-76.1813672991383,43.049691589297
"9750","Robbery","1600  James St","4/27/2015",1600,"JAMES ST","1600  JAMES ST ",-76.1260797711966,43.0633517348513
"9751","Robbery","300  Otisco St","4/27/2015",300,"OTISCO ST","300  OTISCO ST ",-76.1614956456363,43.0460070189986
"9752","Aggravated assault","800  Court St","4/26/2015",800,"COURT ST","800  COURT ST ",-76.1546387099888,43.0732089847751
"9753","Aggravated assault","200  S Clinton St","4/26/2015",200,"S CLINTON ST","200  S CLINTON ST ",-76.1535550165437,43.0496029898556
"9754","Burglary","3000  Erie Blvd E","4/26/2015",3000,"ERIE BLVD E","3000  ERIE BLVD E ",-76.0877120450084,43.0552291439686
"9755","Burglary","100  Putnam St","4/26/2015",100,"PUTNAM ST","100  PUTNAM ST ",-76.167071508797,43.0343860125371
"9756","Burglary","1900  Glenwood Av","4/26/2015",1900,"GLENWOOD AVE","1900  GLENWOOD AV ",-76.1901678175798,43.0277925376633
"9757","Burglary","100  Victoria Pl","4/26/2015",100,"VICTORIA PL","100  VICTORIA PL ",-76.1192800864183,43.0406364103005
"9758","Burglary","2200  E Genesee St","4/26/2015",2200,"E GENESEE ST","2200  E GENESEE ST ",-76.1168874309062,43.0455228022165
"9759","Burglary","0  Destiny Usa Dr","4/26/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9760","Burglary","300  Kinne St","4/26/2015",300,"KINNE ST","300  KINNE ST ",-76.1198481851276,43.0597601523956
"9761","Larceny","2900  Erie Blvd E","4/26/2015",2900,"ERIE BLVD E","2900  ERIE BLVD E ",-76.0908648265878,43.0549912095611
"9762","Larceny","800  N Salina St","4/26/2015",800,"N SALINA ST","800  N SALINA ST ",-76.1540860349851,43.0617414108332
"9763","Larceny","700  E Genesee St","4/26/2015",700,"E GENESEE ST","700  E GENESEE ST ",-76.1421742111772,43.0470872041987
"9764","Larceny","700  Erie Blvd W","4/26/2015",700,"ERIE BLVD W","700  ERIE BLVD W ",-76.1662629694531,43.0486967988073
"9765","Larceny","300  University Pl","4/26/2015",300,"UNIVERSITY PL","300  UNIVERSITY PL ",-76.1345086560692,43.0394009724177
"9766","Larceny","100  Marshall St","4/26/2015",100,"MARSHALL ST","100  MARSHALL ST ",-76.1366647391368,43.0416158113748
"9767","Larceny","1200  N State St","4/26/2015",1200,"N STATE ST","1200  N STATE ST ",-76.1563362076636,43.0624066314007
"9768","Larceny","100  Marshall St","4/26/2015",100,"MARSHALL ST","100  MARSHALL ST ",-76.1366647391368,43.0416158113748
"9769","Robbery","200  N State St","4/26/2015",200,"N STATE ST","200  N STATE ST ",-76.1483616340809,43.0524150512665
"9770","Robbery","600  W Onondaga St","4/26/2015",600,"W ONONDAGA ST","600  W ONONDAGA ST ",-76.1592012143724,43.0392749303147
"9771","Aggravated assault","900  Butternut St","4/25/2015",900,"BUTTERNUT ST","900  BUTTERNUT ST ",-76.1440053900406,43.0628741350608
"9772","Aggravated assault","600  N Salina St","4/25/2015",600,"N SALINA ST","600  N SALINA ST ",-76.1521584845254,43.0592965989761
"9773","Aggravated assault","400  Wyoming St","4/25/2015",400,"WYOMING ST","400  WYOMING ST ",-76.1595872952245,43.0454190503994
"9774","Aggravated assault","1600  Grant Blvd","4/25/2015",1600,"GRANT BLVD","1600  GRANT BLVD ",-76.1380636468221,43.0723295114772
"9775","Aggravated assault","4400  S Salina St","4/25/2015",4400,"S SALINA ST","4400  S SALINA ST ",-76.1431734747184,43.0053944068474
"9776","Aggravated assault","2700  Grant Blvd","4/25/2015",2700,"GRANT BLVD","2700  GRANT BLVD ",-76.1535069377827,43.074723575033
"9777","Burglary","400  Cortland Av","4/25/2015",400,"CORTLAND AVE","400  CORTLAND AV ",-76.1538397020578,43.0314184544448
"9778","Burglary","900  James St","4/25/2015",900,"JAMES ST","900  JAMES ST ",-76.1386272183664,43.0572024200134
"9779","Burglary","1100  Carbon St","4/25/2015",1100,"CARBON ST","1100  CARBON ST ",-76.1603852180858,43.0709011912659
"9780","Larceny","0  Destiny Usa Dr","4/25/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9781","Larceny","0  Destiny Usa Dr","4/25/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9782","Larceny","0  Destiny Usa Dr","4/25/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9783","Larceny","300  Mildred Av","4/25/2015",300,"MILDRED AVE","300  MILDRED AV ",-76.1201615256011,43.0697473381801
"9784","Larceny","100  Mitchell Av","4/25/2015",100,"MITCHELL AVE","100  MITCHELL AV ",-76.1696128699621,43.0103739788942
"9785","Larceny","800  S State St","4/25/2015",800,"S STATE ST","800  S STATE ST ",-76.14752160244,43.0442773251776
"9786","Larceny","300  S Geddes St","4/25/2015",300,"S GEDDES ST","300  S GEDDES ST ",-76.1710268790392,43.0447361238871
"9787","Larceny","1000  W Genesee St","4/25/2015",1000,"W GENESEE ST","1000  W GENESEE ST ",-76.1705542199292,43.0536571231732
"9788","Vehicle theft","700  Ostrom Av","4/25/2015",700,"OSTROM AVE","700  OSTROM AV ",-76.1284587518981,43.0393561910923
"9789","Aggravated assault","100  W Fayette St","4/24/2015",100,"W FAYETTE ST","100  W FAYETTE ST ",-76.1522226474308,43.0486918177446
"9790","Burglary","100  W Jefferson St","4/24/2015",100,"W JEFFERSON ST","100  W JEFFERSON ST ",-76.1522398138463,43.0470545371716
"9791","Burglary","1000  James St","4/24/2015",1000,"JAMES ST","1000  JAMES ST ",-76.1345493260725,43.059207020147
"9792","Burglary","1200  Milton Av","4/24/2015",1200,"MILTON AVE","1200  MILTON AV ",-76.1967498599363,43.0588393950705
"9793","Larceny","600  Kirkpatrick St","4/24/2015",600,"KIRKPATRICK ST","600  KIRKPATRICK ST ",-76.1540021888886,43.0683410482247
"9794","Larceny","100  Mather St","4/24/2015",100,"MATHER ST","100  MATHER ST ",-76.1285919897479,43.0524494910623
"9795","Larceny","1600  Erie Blvd E","4/24/2015",1600,"ERIE BLVD E","1600  ERIE BLVD E ",-76.1234483659877,43.0493415630822
"9796","Larceny","1600  Erie Blvd E","4/24/2015",1600,"ERIE BLVD E","1600  ERIE BLVD E ",-76.1234483659877,43.0493415630822
"9797","Larceny","300  Pond St","4/24/2015",300,"POND ST","300  POND ST ",-76.1524225235205,43.06471088052
"9798","Larceny","400  Erie Blvd E","4/24/2015",400,"ERIE BLVD E","400  ERIE BLVD E ",-76.1473667532596,43.0508476130699
"9799","Larceny","700  S Crouse Av","4/24/2015",700,"S CROUSE AVE","700  S CROUSE AV ",-76.136643799394,43.0426662880795
"9800","Larceny","900  Lancaster Av","4/24/2015",900,"LANCASTER AVE","900  LANCASTER AV ",-76.1229473818441,43.0342895720028
"9801","Larceny","400  Comstock Av","4/24/2015",400,"COMSTOCK AVE","400  COMSTOCK AV ",-76.1303716373965,43.0426170902635
"9802","Robbery","1500  South Av","4/24/2015",1500,"SOUTH AVE","1500  SOUTH AV ",-76.1592808134576,43.0231109934416
"9804","Vehicle theft","300  Merriman Av","4/24/2015",300,"MERRIMAN AVE","300  MERRIMAN AV ",-76.1673932611138,43.040232397031
"9805","Vehicle theft","300  N Geddes St","4/24/2015",300,"N GEDDES ST","300  N GEDDES ST ",-76.1706745156521,43.0510237922465
"9806","Arson","500  W Ostrander Av","4/23/2015",500,"W OSTRANDER AVE","500  W OSTRANDER AV ",-76.1520147324863,43.0138140218203
"9807","Burglary","300  Ivy Ridge Rd","4/23/2015",300,"IVY RIDGE RD","300  IVY RIDGE RD ",-76.13478268712,43.0182248348227
"9808","Larceny","300  Strathmore Dr","4/23/2015",300,"STRATHMORE DR","300  STRATHMORE DR ",-76.1725373948171,43.0210170001175
"9809","Larceny","100  Comstock Pl","4/23/2015",100,"COMSTOCK PL","100  COMSTOCK PL ",-76.130724523208,43.0463099791808
"9810","Larceny","500  Milton Av","4/23/2015",500,"MILTON AVE","500  MILTON AV ",-76.1886620086615,43.0509396832005
"9811","Larceny","0  Destiny Usa Dr","4/23/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9812","Larceny","0  Destiny Usa Dr","4/23/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9813","Larceny","800  Ackerman Av","4/23/2015",800,"ACKERMAN AVE","800  ACKERMAN AV ",-76.1243851504626,43.0365387974449
"9814","Larceny","300  Mosley Dr","4/23/2015",300,"MOSLEY DR","300  MOSLEY DR ",-76.1008664189651,43.0643423187828
"9815","Larceny","700  James St","4/23/2015",700,"JAMES ST","700  JAMES ST ",-76.1431198683861,43.0549978910387
"9816","Larceny","0  Destiny Usa Dr","4/23/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9817","Robbery","100  N Salina St","4/23/2015",100,"N SALINA ST","100  N SALINA ST ",-76.1521708073297,43.0508871327153
"9818","Vehicle theft","100  Rider Av","4/23/2015",100,"RIDER AVE","100  RIDER AV ",-76.180757881877,43.0326395155467
"9819","Aggravated assault","100  Griffiths St","4/22/2015",100,"GRIFFITHS ST","100  GRIFFITHS ST ",-76.1433338769611,43.0681906788335
"9821","Aggravated assault","100  Onondaga Av","4/22/2015",100,"ONONDAGA AVE","100  ONONDAGA AV ",-76.1642945101066,43.0354834577884
"9822","Burglary","100  Parkway Dr","4/22/2015",100,"PARKWAY DR","100  PARKWAY DR ",-76.1594356527221,43.0247170182811
"9823","Burglary","600  Second North St","4/22/2015",600,"SECOND NORTH ST","600  SECOND NORTH ST ",-76.1593057954061,43.0750782634161
"9824","Larceny","1900  Grant Blvd","4/22/2015",1900,"GRANT BLVD","1900  GRANT BLVD ",-76.1418588840121,43.0721438741072
"9825","Larceny","600  Butternut St","4/22/2015",600,"BUTTERNUT ST","600  BUTTERNUT ST ",-76.1469777874171,43.0598741166888
"9826","Larceny","700  Westcott St","4/22/2015",700,"WESTCOTT ST","700  WESTCOTT ST ",-76.1191045607773,43.0385662430307
"9827","Larceny","300  Gifford St","4/22/2015",300,"GIFFORD ST","300  GIFFORD ST ",-76.1581804272592,43.0434499762915
"9828","Larceny","1100  W Belden Av","4/22/2015",1100,"W BELDEN AVE","1100  W BELDEN AV ",-76.1704977465244,43.0548886057615
"9829","Larceny","600  Wolcott Av","4/22/2015",600,"WOLCOTT AVE","600  WOLCOTT AV ",-76.182661361686,43.0274512323625
"9830","Larceny","900  James St","4/22/2015",900,"JAMES ST","900  JAMES ST ",-76.1386272183664,43.0572024200134
"9831","Burglary","400  Englewood Av","4/21/2015",400,"ENGLEWOOD AVE","400  ENGLEWOOD AV ",-76.1574579390368,43.0042596027767
"9832","Burglary","500  Euclid Av","4/21/2015",500,"EUCLID AVE","500  EUCLID AV ",-76.12566362853,43.0364835460614
"9833","Burglary","100  Merrill St","4/21/2015",100,"MERRILL ST","100  MERRILL ST ",-76.1485304126568,43.0806214921624
"9834","Larceny","3900  S Salina St","4/21/2015",3900,"S SALINA ST","3900  S SALINA ST ",-76.1421660170882,43.0107095503917
"9835","Larceny","500  W Brighton Av","4/21/2015",500,"W BRIGHTON AVE","500  W BRIGHTON AV ",-76.1523833138195,43.0196890536445
"9836","Larceny","0  Destiny Usa Dr","4/21/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9837","Larceny","500  S Townsend St","4/21/2015",500,"S TOWNSEND ST","500  S TOWNSEND ST ",-76.1451614684615,43.0465476905146
"9838","Larceny","1600  Valley Dr","4/21/2015",1600,"VALLEY DR","1600  VALLEY DR ",-76.1531562023869,43.0020659160825
"9839","Larceny","1100  Milton Av","4/21/2015",1100,"MILTON AVE","1100  MILTON AV ",-76.1936528103729,43.0580579657094
"9840","Larceny","800  S Clinton St","4/21/2015",800,"S CLINTON ST","800  S CLINTON ST ",-76.1527879283574,43.0425161305847
"9841","Larceny","200  Candee Av","4/21/2015",200,"CANDEE AVE","200  CANDEE AV ",-76.1049485636938,43.0476569851661
"9843","Larceny","100  Lafayette Rd","4/21/2015",100,"LAFAYETTE RD","100  LAFAYETTE RD ",-76.1291982498981,43.0012270241094
"9844","Larceny","100  Butternut St","4/21/2015",100,"BUTTERNUT ST","100  BUTTERNUT ST ",-76.154758351656,43.054693584141
"9845","Robbery","100  Croly St","4/21/2015",100,"CROLY ST","100  CROLY ST ",-76.1128724855315,43.0505168462213
"9846","Aggravated assault","1700  S Salina St","4/20/2015",1700,"S SALINA ST","1700  S SALINA ST ",-76.1472262589523,43.029630120777
"9847","Burglary","400  Cortland Av","4/20/2015",400,"CORTLAND AVE","400  CORTLAND AV ",-76.1538397020578,43.0314184544448
"9848","Burglary","1100  S Geddes St","4/20/2015",1100,"S GEDDES ST","1100  S GEDDES ST ",-76.1737053719233,43.036684247544
"9849","Burglary","100  E Colvin St","4/20/2015",100,"E COLVIN ST","100  E COLVIN ST ",-76.1452890552487,43.0255316141495
"9850","Burglary","200  Lakeview Av","4/20/2015",200,"LAKEVIEW AVE","200  LAKEVIEW AV ",-76.1776287080114,43.0503011341452
"9851","Burglary","100  Giminski Dr","4/20/2015",100,"GIMINSKI DR","100  GIMINSKI DR ",-76.1715968803506,43.0587380485687
"9852","Burglary","100  N Lowell Av","4/20/2015",100,"N LOWELL AVE","100  N LOWELL AV ",-76.1820010821181,43.0479154432495
"9853","Larceny","0  Destiny Usa Dr","4/20/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9854","Larceny","0  Destiny Usa Dr","4/20/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9855","Larceny","300  N Lowell Av","4/20/2015",300,"N LOWELL AVE","300  N LOWELL AV ",-76.1837205301954,43.0503442862347
"9856","Larceny","200  Harrison St","4/20/2015",200,"HARRISON ST","200  HARRISON ST ",-76.1508596534093,43.0443066463986
"9857","Larceny","1000  W Genesee St","4/20/2015",1000,"W GENESEE ST","1000  W GENESEE ST ",-76.1705542199292,43.0536571231732
"9858","Larceny","100  Morgan Av","4/20/2015",100,"MORGAN AVE","100  MORGAN AV ",-76.1982139290062,43.0573241675993
"9859","Larceny","300  E Willow St","4/20/2015",300,"E WILLOW ST","300  E WILLOW ST ",-76.1497993517497,43.0528622203571
"9860","Larceny","0  Destiny Usa Dr","4/20/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9861","Robbery","600  N Salina St","4/20/2015",600,"N SALINA ST","600  N SALINA ST ",-76.1521584845254,43.0592965989761
"9862","Robbery","300  Highland Av","4/20/2015",300,"HIGHLAND AVE","300  HIGHLAND AV ",-76.1358936718226,43.0607795193605
"9863","Robbery","600  N Salina St","4/20/2015",600,"N SALINA ST","600  N SALINA ST ",-76.1521584845254,43.0592965989761
"9864","Vehicle theft","200  Sunset Av","4/20/2015",200,"SUNSET AVE","200  SUNSET AV ",-76.1588334285551,43.0646967417526
"9865","Aggravated assault","3100  S Salina St","4/19/2015",3100,"S SALINA ST","3100  S SALINA ST ",-76.1417308126123,43.0180343749905
"9866","Aggravated assault","100  Fage Av","4/19/2015",100,"FAGE AVE","100  FAGE AV ",-76.1471547031467,43.0238848612884
"9868","Burglary","200  Hier Av","4/19/2015",200,"HIER AVE","200  HIER AV ",-76.140570719773,43.0641002832629
"9869","Burglary","100  Herbst Av","4/19/2015",100,"HERBST AVE","100  HERBST AV ",-76.1257351307153,43.0589950206526
"9870","Burglary","1100  Carbon St","4/19/2015",1100,"CARBON ST","1100  CARBON ST ",-76.1603852180858,43.0709011912659
"9871","Burglary","100  W Jefferson St","4/19/2015",100,"W JEFFERSON ST","100  W JEFFERSON ST ",-76.1522398138463,43.0470545371716
"9872","Larceny","1600  Erie Blvd E","4/19/2015",1600,"ERIE BLVD E","1600  ERIE BLVD E ",-76.1234483659877,43.0493415630822
"9873","Larceny","2900  E Genesee St","4/19/2015",2900,"E GENESEE ST","2900  E GENESEE ST ",-76.1054054293698,43.0425014236423
"9874","Larceny","0  Destiny Usa Dr","4/19/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9875","Larceny","400  Durston Av","4/19/2015",400,"DURSTON AVE","400  DURSTON AV ",-76.1272426562708,43.0683837528542
"9876","Larceny","400  Butternut St","4/19/2015",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"9877","Larceny","200  Whittier Av","4/19/2015",200,"WHITTIER AVE","200  WHITTIER AV ",-76.1802499431687,43.04591660041
"9878","Larceny","700  Spencer St","4/19/2015",700,"SPENCER ST","700  SPENCER ST ",-76.1703726614385,43.0572300061137
"9880","Robbery","1200  Park St","4/19/2015",1200,"PARK ST","1200  PARK ST ",-76.1515233073699,43.065900727615
"9881","Burglary","200  Grumbach Av","4/18/2015",200,"GRUMBACH AVE","200  GRUMBACH AV ",-76.1395941612484,43.0641461669292
"9882","Larceny","100  Parkside Av","4/18/2015",100,"PARKSIDE AVE","100  PARKSIDE AV ",-76.1608533575869,43.0254146797949
"9883","Larceny","400  Roberts Av","4/18/2015",400,"ROBERTS AVE","400  ROBERTS AV ",-76.1718282341478,43.029172346225
"9884","Larceny","700  Pond St","4/18/2015",700,"POND ST","700  POND ST ",-76.1501065740586,43.0677925516235
"9885","Larceny","0  Destiny Usa Dr","4/18/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9887","Larceny","2900  James St","4/18/2015",2900,"JAMES ST","2900  JAMES ST ",-76.1063758780565,43.068852719843
"9888","Larceny","300  S Clinton St","4/18/2015",300,"S CLINTON ST","300  S CLINTON ST ",-76.1535626752591,43.0486947955081
"9889","Larceny","0  Destiny Usa Dr","4/18/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9890","Larceny","1900  E Fayette St","4/18/2015",1900,"E FAYETTE ST","1900  E FAYETTE ST ",-76.1171132739707,43.0482442617361
"9891","Larceny","100  Herald Pl","4/18/2015",100,"HERALD PL","100  HERALD PL ",-76.1521401065197,43.0533177476314
"9892","Larceny","700  Maryland Av","4/18/2015",700,"MARYLAND AVE","700  MARYLAND AV ",-76.120466998956,43.0385030765109
"9893","Larceny","300  Furman St","4/18/2015",300,"FURMAN ST","300  FURMAN ST ",-76.1534064297746,43.030519033958
"9894","Robbery","1400  E Fayette St","4/18/2015",1400,"E FAYETTE ST","1400  E FAYETTE ST ",-76.1276742234189,43.0483724386338
"9895","Robbery","2000  Erie Blvd E","4/18/2015",2000,"ERIE BLVD E","2000  ERIE BLVD E ",-76.1150106160706,43.0510369667133
"9896","Aggravated assault","400  Oakwood Av","4/17/2015",400,"OAKWOOD AVE","400  OAKWOOD AV ",-76.1454019322084,43.0355729429077
"9897","Aggravated assault","400  Smith St","4/17/2015",400,"SMITH ST","400  SMITH ST ",-76.0907646077541,43.0537520547543
"9898","Aggravated assault","1800  E Fayette St","4/17/2015",1800,"E FAYETTE ST","1800  E FAYETTE ST ",-76.1190887626382,43.0482641294941
"9899","Burglary","200  Bear St","4/17/2015",200,"BEAR ST","200  BEAR ST ",-76.1629606759562,43.0674578736346
"9900","Burglary","200  W Willow St","4/17/2015",200,"W WILLOW ST","200  W WILLOW ST ",-76.1535054141816,43.0523782143337
"9901","Burglary","100  Hoefler St","4/17/2015",100,"HOEFLER ST","100  HOEFLER ST ",-76.1798499367738,43.03859074677
"9902","Burglary","100  Hickok Av","4/17/2015",100,"HICKOK AVE","100  HICKOK AV ",-76.114122750292,43.0684864306265
"9903","Larceny","1500  W Genesee St","4/17/2015",1500,"W GENESEE ST","1500  W GENESEE ST ",-76.1834352619147,43.0521089653989
"9904","Larceny","100  Anderson Av","4/17/2015",100,"ANDERSON AVE","100  ANDERSON AV ",-76.1427629151604,43.0079918566112
"9905","Larceny","200  Carbon St","4/17/2015",200,"CARBON ST","200  CARBON ST ",-76.1440229500707,43.0643120245446
"9906","Larceny","100  Mains Av","4/17/2015",100,"MAINS AVE","100  MAINS AV ",-76.1579184370519,43.0078914732715
"9907","Larceny","2300  E Genesee St","4/17/2015",2300,"E GENESEE ST","2300  E GENESEE ST ",-76.1157436793861,43.0454224464836
"9908","Larceny","0  Destiny Usa Dr","4/17/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9909","Larceny","0  Destiny Usa Dr","4/17/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9910","Larceny","300  Robinson St","4/17/2015",300,"ROBINSON ST","300  ROBINSON ST ",-76.123580321037,43.0581791640898
"9911","Larceny","900  Walnut Av","4/17/2015",900,"WALNUT AVE","900  WALNUT AV ",-76.1322305551288,43.0415806032934
"9912","Larceny","300  Burt St","4/17/2015",300,"BURT ST","300  BURT ST ",-76.1473794791112,43.0382348084064
"9913","Larceny","800  E Brighton Av","4/17/2015",800,"E BRIGHTON AVE","800  E BRIGHTON AV ",-76.131422471682,43.0059691207528
"9914","Robbery","100  Glahn Av","4/17/2015",100,"GLAHN AVE","100  GLAHN AV ",-76.1536921508619,43.0250242620591
"9915","Robbery","300  S Salina St","4/17/2015",300,"S SALINA ST","300  S SALINA ST ",-76.1522226474308,43.0486918177446
"9916","Burglary","600  Second North St","4/16/2015",600,"SECOND NORTH ST","600  SECOND NORTH ST ",-76.1593057954061,43.0750782634161
"9917","Burglary","200  W Marcellus St","4/16/2015",200,"W MARCELLUS ST","200  W MARCELLUS ST ",-76.1747010671046,43.044468285615
"9918","Burglary","100  Scottholm Ter","4/16/2015",100,"SCOTTHOLM TER","100  SCOTTHOLM TER ",-76.1118936328921,43.043392744756
"9919","Larceny","700  Lancaster Av","4/16/2015",700,"LANCASTER AVE","700  LANCASTER AV ",-76.1233061082975,43.0383447362043
"9920","Larceny","1200  Almond St","4/16/2015",1200,"ALMOND ST","1200  ALMOND ST ",-76.1422311433865,43.0395137978507
"9921","Larceny","0  Destiny Usa Dr","4/16/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9922","Larceny","1500  Lodi St","4/16/2015",1500,"LODI ST","1500  LODI ST ",-76.1486326239439,43.0607827889268
"9923","Larceny","100  Wall St","4/16/2015",100,"WALL ST","100  WALL ST ",-76.1730971118742,43.0484827586557
"9924","Larceny","4100  S Salina St","4/16/2015",4100,"S SALINA ST","4100  S SALINA ST ",-76.1425438631157,43.0088377895103
"9925","Larceny","4100  S Salina St","4/16/2015",4100,"S SALINA ST","4100  S SALINA ST ",-76.1425438631157,43.0088377895103
"9926","Larceny","0  Destiny Usa Dr","4/16/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9927","Larceny","2500  Erie Blvd E","4/16/2015",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"9928","Larceny","900  Wolf St","4/16/2015",900,"WOLF ST","900  WOLF ST ",-76.1590809300088,43.0781208006851
"9929","Larceny","700  W Brighton Av","4/16/2015",700,"W BRIGHTON AVE","700  W BRIGHTON AV ",-76.1579515946571,43.0190797690127
"9931","Larceny","700  S Beech St","4/16/2015",700,"S BEECH ST","700  S BEECH ST ",-76.1219175903398,43.0424120805392
"9932","Vehicle theft","200  Pine St","4/16/2015",200,"PINE ST","200  PINE ST ",-76.1297445235552,43.0493064264516
"9933","Aggravated assault","100  E Washington St","4/15/2015",100,"E WASHINGTON ST","100  E WASHINGTON ST ",-76.1522041405805,43.0495975435855
"9934","Aggravated assault","1200  Milton Av","4/15/2015",1200,"MILTON AVE","1200  MILTON AV ",-76.1967498599363,43.0588393950705
"9935","Burglary","700  Ackerman Av","4/15/2015",700,"ACKERMAN AVE","700  ACKERMAN AV ",-76.1245415383764,43.0382600589614
"9936","Burglary","1100  W Fayette St","4/15/2015",1100,"W FAYETTE ST","1100  W FAYETTE ST ",-76.1709496097482,43.0458684175057
"9937","Burglary","600  Catherine St","4/15/2015",600,"CATHERINE ST","600  CATHERINE ST ",-76.1444037492439,43.0566056093948
"9938","Burglary","500  Avery Av","4/15/2015",500,"AVERY AVE","500  AVERY AV ",-76.192648417911,43.0494250110677
"9939","Larceny","400  E Division St","4/15/2015",400,"E DIVISION ST","400  E DIVISION ST ",-76.1519000080642,43.0610407193443
"9940","Larceny","2100  S Salina St","4/15/2015",2100,"S SALINA ST","2100  S SALINA ST ",-76.1455627801724,43.0261215642639
"9941","Larceny","400  Butternut St","4/15/2015",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"9942","Larceny","0  Destiny Usa Dr","4/15/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"9943","Larceny","100  Beecher St","4/15/2015",100,"BEECHER ST","100  BEECHER ST ",-76.1430314050609,43.0591519732082
"9944","Larceny","600  W Genesee St","4/15/2015",600,"W GENESEE ST","600  W GENESEE ST ",-76.1600498775123,43.0533968892756
