"","police_call_crime","police_call_address_display","police_call_date","block","street","address","longitude","latitude"
"1648","Larceny","500  Court St","9/4/2016",500,"COURT ST","500  COURT ST ",-76.1572861469416,43.0696512022665
"1649","Larceny","600  Walnut Av","9/4/2016",600,"WALNUT AVE","600  WALNUT AV ",-76.1321449078932,43.0453270138265
"1650","Robbery","600  S  Salina St","9/4/2016",600,"S SALINA ST","600  S  SALINA ST ",-76.1515370003899,43.0427677089425
"1651","Aggravated assault","100  Ballantyne Rd","9/3/2016",100,"BALLANTYNE RD","100  BALLANTYNE RD ",-76.1421660170882,43.0107095503917
"1652","Aggravated assault","300  Prospect Av","9/3/2016",300,"PROSPECT AVE","300  PROSPECT AV ",-76.1492618842256,43.0557172517855
"1653","Aggravated assault","700  E  Adams St","9/3/2016",700,"E ADAMS ST","700  E  ADAMS ST ",-76.1421693479635,43.0427033065355
"1654","Burglary","100  Bennington Dr","9/3/2016",100,"BENNINGTON DR","100  BENNINGTON DR ",-76.141980323873,43.0118668601063
"1655","Burglary","100  Redfield Pl","9/3/2016",100,"REDFIELD PL","100  REDFIELD PL ",-76.123242609741,43.0375182337046
"1656","Burglary","300  Ontario St","9/3/2016",300,"ONTARIO ST","300  ONTARIO ST ",-76.1680871135347,43.0444007017878
"1657","Burglary","4700  Onondaga Blvd","9/3/2016",4700,"ONONDAGA BLVD","4700  ONONDAGA BLVD ",-76.193647069205,43.0323248226591
"1658","Larceny","0  Destiny Usa Dr","9/3/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1659","Larceny","100  Lewis St","9/3/2016",100,"LEWIS ST","100  LEWIS ST ",-76.1898853701005,43.0560187502114
"1660","Larceny","100  Walton St","9/3/2016",100,"WALTON ST","100  WALTON ST ",-76.1535643239366,43.0479560146026
"1661","Larceny","1000  W  Genesee St","9/3/2016",1000,"W GENESEE ST","1000  W  GENESEE ST ",-76.1705542199292,43.0536571231732
"1663","Larceny","900  Ackerman Ave","9/3/2016",900,"ACKERMAN AVE","900  ACKERMAN AVE ",-76.1241765113057,43.0342310508428
"1664","Robbery","1400  Bellevue Av","9/3/2016",1400,"BELLEVUE AVE","1400  BELLEVUE AV ",-76.1784556093837,43.0327204603454
"1665","Aggravated assault","700  E  Adams St","9/2/2016",700,"E ADAMS ST","700  E  ADAMS ST ",-76.1421693479635,43.0427033065355
"1666","Burglary","0  Destiny Usa Dr","9/2/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1667","Larceny","2500  Erie Blvd E","9/2/2016",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"1668","Larceny","300  Riegel St","9/2/2016",300,"RIEGEL ST","300  RIEGEL ST ",-76.119295455109,43.0544174233137
"1669","Larceny","4700  Onondaga Blvd","9/2/2016",4700,"ONONDAGA BLVD","4700  ONONDAGA BLVD ",-76.193647069205,43.0323248226591
"1670","Larceny","500  Valley Dr","9/2/2016",500,"VALLEY DR","500  VALLEY DR ",-76.1582602998972,43.0127984336084
"1671","Larceny","700  Erie Blvd W","9/2/2016",700,"ERIE BLVD W","700  ERIE BLVD W ",-76.1662629694531,43.0486967988073
"1672","Larceny","800  N  Townsend St","9/2/2016",800,"N TOWNSEND ST","800  N  TOWNSEND ST ",-76.1499713888643,43.0585933376979
"1673","Robbery","300  Merriman Av","9/2/2016",300,"MERRIMAN AVE","300  MERRIMAN AV ",-76.1673932611138,43.040232397031
"1674","Burglary","100  Blossom Rd","9/1/2016",100,"BLOSSOM RD","100  BLOSSOM RD ",-76.1056852654074,43.0443125572302
"1675","Burglary","300  Walnut Pl","9/1/2016",300,"WALNUT PL","300  WALNUT PL ",-76.1328467878434,43.0415885150503
"1676","Burglary","700  Valley Dr","9/1/2016",700,"VALLEY DR","700  VALLEY DR ",-76.156719439619,43.0098806333904
"1677","Larceny","100  Dewey Av","9/1/2016",100,"DEWEY AVE","100  DEWEY AV ",-76.1789563855444,43.0527418269708
"1678","Larceny","100  Goodrich Av","9/1/2016",100,"GOODRICH AVE","100  GOODRICH AV ",-76.1272344135182,43.0215170124784
"1679","Larceny","100  Greenland Dr","9/1/2016",100,"GREENLAND DR","100  GREENLAND DR ",-76.1412231796773,43.0721762566817
"1680","Murder","400  Pacific Av","9/1/2016",400,"PACIFIC AVE","400  PACIFIC AV ",-76.151971310543,43.0083830328926
"1681","Robbery","1000  N  Townsend St","9/1/2016",1000,"N TOWNSEND ST","1000  N  TOWNSEND ST ",-76.1519000080642,43.0610407193443
"1682","Robbery","200  N  State St","9/1/2016",200,"N STATE ST","200  N  STATE ST ",-76.1483616340809,43.0524150512665
"1683","Robbery","400  Spencer St","9/1/2016",400,"SPENCER ST","400  SPENCER ST ",-76.1634058177267,43.0577102394587
"1684","Vehicle theft","2400  E  Genesee St","9/1/2016",2400,"E GENESEE ST","2400  E  GENESEE ST ",-76.1145227084571,43.045238420265
"1685","Aggravated assault","200  Helen St","8/31/2016",200,"HELEN ST","200  HELEN ST ",-76.1350546106043,43.0643827729729
"1686","Aggravated assault","500  Pond St","8/31/2016",500,"POND ST","500  POND ST ",-76.1515233073699,43.065900727615
"1687","Burglary","1100  Madison St","8/31/2016",1100,"MADISON ST","1100  MADISON ST ",-76.1306291736675,43.0453176031568
"1688","Burglary","1400  E  Genesee St","8/31/2016",1400,"E GENESEE ST","1400  E  GENESEE ST ",-76.1298052312958,43.0469678671311
"1689","Burglary","1700  S  State St","8/31/2016",1700,"S STATE ST","1700  S  STATE ST ",-76.1444252572323,43.0281456216263
"1690","Larceny","0  Destiny Usa Dr","8/31/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1691","Larceny","100  Rugby Rd","8/31/2016",100,"RUGBY RD","100  RUGBY RD ",-76.1201707069105,43.0662523286388
"1692","Larceny","100  Webster Av","8/31/2016",100,"WEBSTER AVE","100  WEBSTER AV ",-76.1464053574549,43.0252378236086
"1693","Larceny","1200  Harrison St","8/31/2016",1200,"HARRISON ST","1200  HARRISON ST ",-76.1305231843898,43.0441503568334
"1694","Larceny","200  Carlton Dr","8/31/2016",200,"CARLTON DR","200  CARLTON DR ",-76.089073520972,43.046475413552
"1695","Larceny","200  Longmeadow Dr","8/31/2016",200,"LONGMEADOW DR","200  LONGMEADOW DR ",-76.1455465895592,42.9917994745661
"1696","Larceny","300  Kenwick Dr","8/31/2016",300,"KENWICK DR","300  KENWICK DR ",-76.1353323303511,43.0765223005752
"1697","Larceny","600  Park Av","8/31/2016",600,"PARK AVE","600  PARK AV ",-76.1661278243853,43.0520892623699
"1698","Larceny","700  S  Geddes St","8/31/2016",700,"S GEDDES ST","700  S  GEDDES ST ",-76.172029296282,43.0409596696504
"1699","Larceny","700  W  Newell St","8/31/2016",700,"W NEWELL ST","700  W  NEWELL ST ",-76.1572064159925,43.016469782082
"1700","Vehicle theft","100  Garfield Av","8/31/2016",100,"GARFIELD AVE","100  GARFIELD AV ",-76.1426645328335,43.0307818994357
"1701","Aggravated assault","1000  Danforth St","8/30/2016",1000,"DANFORTH ST","1000  DANFORTH ST ",-76.1530058151288,43.0725526939102
"1702","Burglary","100  Hartson St","8/30/2016",100,"HARTSON ST","100  HARTSON ST ",-76.1737053719233,43.036684247544
"1703","Burglary","1800  Northcliffe Rd","8/30/2016",1800,"NORTHCLIFFE RD","1800  NORTHCLIFFE RD ",-76.0906203496983,43.0670976523481
"1704","Larceny","0  Destiny Usa Dr","8/30/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1705","Larceny","100  Roney Ln","8/30/2016",100,"RONEY LN","100  RONEY LN ",-76.1359419249577,43.0219167309359
"1706","Larceny","1200  W  Genesee St","8/30/2016",1200,"W GENESEE ST","1200  W  GENESEE ST ",-76.1753543172742,43.0534476053649
"1707","Larceny","500  S  Warren St","8/30/2016",500,"S WARREN ST","500  S  WARREN ST ",-76.1508373421569,43.0454786770633
"1708","Larceny","800  S  Geddes St","8/30/2016",800,"S GEDDES ST","800  S  GEDDES ST ",-76.1723984059221,43.0400110222496
"1709","Robbery","100  W  Bissell St","8/30/2016",100,"W BISSELL ST","100  W  BISSELL ST ",-76.1588785366438,43.0257985007
"1710","Burglary","1200  N  State St","8/29/2016",1200,"N STATE ST","1200  N  STATE ST ",-76.1563362076636,43.0624066314007
"1711","Burglary","200  Herald Pl","8/29/2016",200,"HERALD PL","200  HERALD PL ",-76.1534824732261,43.0533332409567
"1712","Burglary","200  N  Lowell Av","8/29/2016",200,"N LOWELL AVE","200  N  LOWELL AV ",-76.1828395620584,43.0491242137779
"1713","Burglary","200  W  Lafayette Av","8/29/2016",200,"W LAFAYETTE AVE","200  W  LAFAYETTE AV ",-76.1460396915876,43.019286675779
"1714","Burglary","400  S  Midler Av","8/29/2016",400,"S MIDLER AVE","400  S  MIDLER AV ",-76.104504264989,43.0618976105898
"1715","Larceny","100  S  Beech St","8/29/2016",100,"S BEECH ST","100  S  BEECH ST ",-76.1276283313604,43.050420267505
"1716","Larceny","1700  Burnet Av","8/29/2016",1700,"BURNET AVE","1700  BURNET AV ",-76.1130550394303,43.0566813272144
"1717","Larceny","200  E  Adams St","8/29/2016",200,"E ADAMS ST","200  E  ADAMS ST ",-76.1508711568127,43.0427589461376
"1718","Larceny","300  Barrington Rd","8/29/2016",300,"BARRINGTON RD","300  BARRINGTON RD ",-76.0842386223592,43.0436370256351
"1719","Larceny","400  S  Salina St","8/29/2016",400,"S SALINA ST","400  S  SALINA ST ",-76.1522398138463,43.0470545371716
"1720","Larceny","500  Turtle St","8/29/2016",500,"TURTLE ST","500  TURTLE ST ",-76.1588636380424,43.0702902032558
"1721","Larceny","900  James St","8/29/2016",900,"JAMES ST","900  JAMES ST ",-76.1386272183664,43.0572024200134
"1722","Larceny","900  W  Genesee St","8/29/2016",900,"W GENESEE ST","900  W  GENESEE ST ",-76.167725124044,43.0535614931291
"1725","Robbery","600  S  Salina St","8/29/2016",600,"S SALINA ST","600  S  SALINA ST ",-76.1515370003899,43.0427677089425
"1726","Vehicle theft","100  Schuler St","8/29/2016",100,"SCHULER ST","100  SCHULER ST ",-76.124601108751,43.059949143404
"1728","Aggravated assault","600  W  Onondaga St","8/28/2016",600,"W ONONDAGA ST","600  W  ONONDAGA ST ",-76.1592012143724,43.0392749303147
"1729","Aggravated assault","800  E  Division St","8/28/2016",800,"E DIVISION ST","800  E  DIVISION ST ",-76.1472895563249,43.0656392686374
"1730","Burglary","100  Dewey Av","8/28/2016",100,"DEWEY AVE","100  DEWEY AV ",-76.1789563855444,43.0527418269708
"1731","Burglary","100  Herkimer St","8/28/2016",100,"HERKIMER ST","100  HERKIMER ST ",-76.1886000217457,43.0546666638086
"1732","Burglary","300  Shuart Av","8/28/2016",300,"SHUART AVE","300  SHUART AV ",-76.1264293284042,43.0611673783246
"1733","Burglary","600  Catherine St","8/28/2016",600,"CATHERINE ST","600  CATHERINE ST ",-76.1444037492439,43.0566056093948
"1734","Larceny","100  Rugby Rd","8/28/2016",100,"RUGBY RD","100  RUGBY RD ",-76.1201707069105,43.0662523286388
"1735","Larceny","1100  Court St","8/28/2016",1100,"COURT ST","1100  COURT ST ",-76.1519285301558,43.0756641977693
"1736","Larceny","1900  Erie Blvd E","8/28/2016",1900,"ERIE BLVD E","1900  ERIE BLVD E ",-76.1160765811324,43.0507309080228
"1737","Larceny","200  Ostrom Av","8/28/2016",200,"OSTROM AVE","200  OSTROM AV ",-76.1290068708881,43.0453015794004
"1738","Larceny","200  Sedgwick St","8/28/2016",200,"SEDGWICK ST","200  SEDGWICK ST ",-76.1293071952654,43.0597529728646
"1739","Larceny","2500  Erie Blvd E","8/28/2016",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"1740","Larceny","2500  Erie Blvd E","8/28/2016",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"1741","Larceny","2500  Erie Blvd E","8/28/2016",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"1742","Larceny","300  E  Seneca Tpke","8/28/2016",300,"E SENECA TPKE","300  E  SENECA TPKE ",-76.1386973060494,43.0003044137682
"1743","Larceny","300  W  Jefferson St","8/28/2016",300,"W JEFFERSON ST","300  W  JEFFERSON ST ",-76.1555287185629,43.0475055246701
"1744","Larceny","3400  Burnet Av","8/28/2016",3400,"BURNET AVE","3400  BURNET AV ",-76.0914045823242,43.061131918115
"1745","Larceny","400  Second North St","8/28/2016",400,"SECOND NORTH ST","400  SECOND NORTH ST ",-76.1562088696844,43.0738438362667
"1746","Larceny","600  Kirkpatrick St","8/28/2016",600,"KIRKPATRICK ST","600  KIRKPATRICK ST ",-76.1540021888886,43.0683410482247
"1747","Larceny","700  Irving Av","8/28/2016",700,"IRVING AVE","700  IRVING AV ",-76.1378363664705,43.0426740187497
"1748","Larceny","700  Livingston Av","8/28/2016",700,"LIVINGSTON AVE","700  LIVINGSTON AV ",-76.1270706418628,43.0380439023348
"1749","Robbery","100  Townsend Pl","8/28/2016",100,"TOWNSEND PL","100  TOWNSEND PL ",-76.149369935061,43.0588570001751
"1750","Robbery","300  Greenwood Pl","8/28/2016",300,"GREENWOOD PL","300  GREENWOOD PL ",-76.1221261867362,43.0407820341996
"1751","Vehicle theft","100  Croly St","8/28/2016",100,"CROLY ST","100  CROLY ST ",-76.1128724855315,43.0505168462213
"1752","Aggravated assault","100  Peck Av","8/27/2016",100,"PECK AVE","100  PECK AV ",-76.1188404841777,43.0669051045722
"1753","Aggravated assault","700  Burnet Av","8/27/2016",700,"BURNET AVE","700  BURNET AV ",-76.1325595269882,43.0521206792789
"1754","Burglary","100  Wood Av","8/27/2016",100,"WOOD AVE","100  WOOD AV ",-76.1455627801724,43.0261215642639
"1755","Larceny","0  Destiny Usa Dr","8/27/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1756","Larceny","0  Destiny Usa Dr","8/27/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1757","Larceny","0  Destiny Usa Dr","8/27/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1758","Larceny","1000  Grant Blvd","8/27/2016",1000,"GRANT BLVD","1000  GRANT BLVD ",-76.1300595064918,43.0727196745339
"1759","Larceny","2600  Erie Blvd E","8/27/2016",2600,"ERIE BLVD E","2600  ERIE BLVD E ",-76.1010227797571,43.0538831637548
"1760","Larceny","400  Lodi St","8/27/2016",400,"LODI ST","400  LODI ST ",-76.1348324939227,43.0533358263425
"1761","Larceny","700  First North St","8/27/2016",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"1762","Larceny","700  Marcellus St","8/27/2016",700,"MARCELLUS ST","700  MARCELLUS ST ",-76.1685191365975,43.0453468437302
"1763","Aggravated assault","100  Wall St","8/26/2016",100,"WALL ST","100  WALL ST ",-76.1730971118742,43.0484827586557
"1764","Burglary","100  Fountain St","8/26/2016",100,"FOUNTAIN ST","100  FOUNTAIN ST ",-76.1359039255044,43.0550028526098
"1765","Burglary","200  S  Collingwood Av","8/26/2016",200,"S COLLINGWOOD AVE","200  S  COLLINGWOOD AV ",-76.107382242919,43.0662986683419
"1766","Burglary","400  S  Beech St","8/26/2016",400,"S BEECH ST","400  S  BEECH ST ",-76.1276972991226,43.0470068116037
"1767","Burglary","600  Carbon St","8/26/2016",600,"CARBON ST","600  CARBON ST ",-76.1506908378628,43.0670062269729
"1768","Burglary","700  Ostrom Av","8/26/2016",700,"OSTROM AVE","700  OSTROM AV ",-76.1284587518981,43.0393561910923
"1769","Larceny","0  Destiny Usa Dr","8/26/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1770","Larceny","200  Lincoln Av","8/26/2016",200,"LINCOLN AVE","200  LINCOLN AV ",-76.1571189025943,43.0362893384717
"1771","Larceny","300  N  Clinton St","8/26/2016",300,"N CLINTON ST","300  N  CLINTON ST ",-76.1535054141816,43.0523782143337
"1772","Larceny","600  Erie Blvd W","8/26/2016",600,"ERIE BLVD W","600  ERIE BLVD W ",-76.1632223904283,43.0494178001431
"1773","Larceny","600  Hamilton St","8/26/2016",600,"HAMILTON ST","600  HAMILTON ST ",-76.1899633881166,43.0492031761075
"1774","Robbery","100  Ruth Av","8/26/2016",100,"RUTH AVE","100  RUTH AV ",-76.1312761051281,43.0240932399372
"1775","Aggravated assault","200  Apple St","8/25/2016",200,"APPLE ST","200  APPLE ST ",-76.1753886334715,43.0511603760364
"1776","Aggravated assault","200  Fitch St","8/25/2016",200,"FITCH ST","200  FITCH ST ",-76.1692198314232,43.0362349370267
"1777","Aggravated assault","700  Lemoyne Av","8/25/2016",700,"LEMOYNE AVE","700  LEMOYNE AV ",-76.1601953047291,43.0738933476189
"1778","Burglary","200  Burdick Av","8/25/2016",200,"BURDICK AVE","200  BURDICK AV ",-76.1540810699728,43.0767281463338
"1779","Burglary","600  Valley Dr","8/25/2016",600,"VALLEY DR","600  VALLEY DR ",-76.157221909154,43.0108402465068
"1780","Burglary","700  Valley Dr","8/25/2016",700,"VALLEY DR","700  VALLEY DR ",-76.156719439619,43.0098806333904
"1781","Burglary","800  Maryland Av","8/25/2016",800,"MARYLAND AVE","800  MARYLAND AV ",-76.1202980808881,43.0367456322901
"1782","Larceny","0  Destiny Usa Dr","8/25/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1783","Larceny","0  Destiny Usa Dr","8/25/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1784","Larceny","0  Destiny Usa Dr","8/25/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1786","Larceny","100  Rigi Av","8/25/2016",100,"RIGI AVE","100  RIGI AV ",-76.1041205719986,43.0689560909845
"1787","Larceny","100  S  Edwards Av","8/25/2016",100,"S EDWARDS AVE","100  S  EDWARDS AV ",-76.1063758780565,43.068852719843
"1788","Larceny","1100  Westmoreland Av","8/25/2016",1100,"WESTMORELAND AVE","1100  WESTMORELAND AV ",-76.1136522430678,43.0326860612954
"1789","Larceny","300  S  Warren St","8/25/2016",300,"S WARREN ST","300  S  WARREN ST ",-76.1508044008238,43.0486727524948
"1790","Larceny","300  Shuart Av","8/25/2016",300,"SHUART AVE","300  SHUART AV ",-76.1264293284042,43.0611673783246
"1791","Larceny","400  Spencer St","8/25/2016",400,"SPENCER ST","400  SPENCER ST ",-76.1634058177267,43.0577102394587
"1792","Larceny","500  Whittier Av","8/25/2016",500,"WHITTIER AVE","500  WHITTIER AV ",-76.1867882585122,43.043436833802
"1793","Larceny","600  S  Salina St","8/25/2016",600,"S SALINA ST","600  S  SALINA ST ",-76.1515370003899,43.0427677089425
"1794","Larceny","600  W  Onondaga St","8/25/2016",600,"W ONONDAGA ST","600  W  ONONDAGA ST ",-76.1592012143724,43.0392749303147
"1795","Larceny","700  Spring St","8/25/2016",700,"SPRING ST","700  SPRING ST ",-76.1498380683742,43.0681641413389
"1796","Larceny","800  Ostrom Av","8/25/2016",800,"OSTROM AVE","800  OSTROM AV ",-76.128174213653,43.0363512097574
"1797","Robbery","1100  N  Salina St","8/25/2016",1100,"N SALINA ST","1100  N  SALINA ST ",-76.1566874705681,43.064861349553
"1798","Vehicle theft","100  Schneider St","8/25/2016",100,"SCHNEIDER ST","100  SCHNEIDER ST ",-76.1423467666795,43.0614984633711
"1799","Vehicle theft","100  Wood Av","8/25/2016",100,"WOOD AVE","100  WOOD AV ",-76.1455627801724,43.0261215642639
"1800","Aggravated assault","300  Fobes Av","8/24/2016",300,"FOBES AVE","300  FOBES AV ",-76.1116402999278,43.0735218377978
"1801","Aggravated assault","900  Carbon St","8/24/2016",900,"CARBON ST","900  CARBON ST ",-76.1572861469416,43.0696512022665
"1802","Burglary","100  W  Calthrop Av","8/24/2016",100,"W CALTHROP AVE","100  W  CALTHROP AV ",-76.1411763145872,43.0161946914482
"1803","Burglary","1000  S  Mcbride St","8/24/2016",1000,"S MCBRIDE ST","1000  S  MCBRIDE ST ",-76.144002667991,43.0416310773245
"1804","Burglary","700  Valley Dr","8/24/2016",700,"VALLEY DR","700  VALLEY DR ",-76.156719439619,43.0098806333904
"1805","Larceny","0  Destiny Usa Dr","8/24/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1806","Larceny","0  Destiny Usa Dr","8/24/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1807","Larceny","100  Forest Hill Dr","8/24/2016",100,"FOREST HILL DR","100  FOREST HILL DR ",-76.111362329404,43.0686134991173
"1808","Larceny","100  S  Salina St","8/24/2016",100,"S SALINA ST","100  S  SALINA ST ",-76.1521708073297,43.0508871327153
"1809","Larceny","200  Homecroft Rd","8/24/2016",200,"HOMECROFT RD","200  HOMECROFT RD ",-76.1023588001189,43.0664786252993
"1810","Larceny","200  Primrose Av","8/24/2016",200,"PRIMROSE AVE","200  PRIMROSE AV ",-76.1457946117148,43.0148729216847
"1811","Larceny","300  Erie Blvd E","8/24/2016",300,"ERIE BLVD E","300  ERIE BLVD E ",-76.1493237189202,43.05087802022
"1812","Larceny","300  Forest Hill Dr","8/24/2016",300,"FOREST HILL DR","300  FOREST HILL DR ",-76.1110002604841,43.0638616541173
